CITY,COUNTY,LAT,LONG,NAME_OTHER,FACILITY_TYPE,DESCRIPTION,FAC_STATUS,drcm_Longitude,drcm_Latitude,drc_Longitude,drc_Latitude,prisch_Longitude,prisch_Latitude,LONGLAT,pubsch_Longitude,pubsch_Latitude,emf_Longitude,emf_Latitude,eoc_Longitude,eoc_Latitude,ra_Longitude,ra_Latitude
HALLANDALE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.15414504,25.99135587",-80.15414504,25.99135587,,,,,,
HALLANDALE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.16184045,25.99370763",-80.16184045,25.99370763,,,,,,
HALLANDALE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.15295296,25.98383271",-80.15295296,25.98383271,,,,,,
HALLANDALE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.16443724,25.99274477",-80.16443724,25.99274477,,,,,,
HALLANDALE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.16157444,25.97733887",-80.16157444,25.97733887,,,,,,
HALLANDALE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.16261672,25.98056615",-80.16261672,25.98056615,,,,,,
COOPER CITY,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.27938892,26.03398343",-80.27938892,26.03398343,,,,,,
COOPER CITY,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.31462516,26.03956593",-80.31462516,26.03956593,,,,,,
MIRAMAR,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.36812805,25.97022326",-80.36812805,25.97022326,,,,,,
MIRAMAR,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.24020090,25.98532676",-80.24020090,25.98532676,,,,,,
MIRAMAR,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.34477350,25.96223357",-80.34477350,25.96223357,,,,,,
MIRAMAR,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.32891888,25.98611593",-80.32891888,25.98611593,,,,,,
MIRAMAR,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.24902064,25.97976631",-80.24902064,25.97976631,,,,,,
FT LAUDERDALE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.17919073,26.10600807",-80.17919073,26.10600807,,,,,,
FT LAUDERDALE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.19925608,26.04755553",-80.19925608,26.04755553,,,,,,
FT LAUDERDALE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.17183728,26.18704260",-80.17183728,26.18704260,,,,,,
NORTH LAUDERDALE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.20670735,26.20486462",-80.20670735,26.20486462,,,,,,
LAUDERHILL,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.19585925,26.14456858",-80.19585925,26.14456858,,,,,,
CORAL SPRINGS,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.20735975,26.27235745",-80.20735975,26.27235745,,,,,,
CORAL SPRINGS,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.26797516,26.23221374",-80.26797516,26.23221374,,,,,,
DEERFIELD BEACH,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.16070711,26.31621342",-80.16070711,26.31621342,,,,,,
DEERFIELD BEACH,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.09471721,26.32000802",-80.09471721,26.32000802,,,,,,
DEERFIELD BEACH,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.10670963,26.30959180",-80.10670963,26.30959180,,,,,,
DEERFIELD BEACH,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.09786174,26.30990236",-80.09786174,26.30990236,,,,,,
WILTON MANORS,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.14823989,26.16316086",-80.14823989,26.16316086,,,,,,
LAUDERDALE LAKES,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.20151882,26.18444270",-80.20151882,26.18444270,,,,,,
DAVIE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.24820344,26.04061565",-80.24820344,26.04061565,,,,,,
DAVIE,BROWARD,,,,PUBLIC SCHOOL,,,,,,,,,"-80.24684827,26.07949551",-80.24684827,26.07949551,,,,,,
ALTHA,CALHOUN,,,,PUBLIC SCHOOL,,,,,,,,,"-85.18183594,30.44961658",-85.18183594,30.44961658,,,,,,
ALTHA,CALHOUN,,,,PUBLIC SCHOOL,,,,,,,,,"-85.12661659,30.57298565",-85.12661659,30.57298565,,,,,,
PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.08706804,27.00353845",-82.08706804,27.00353845,,,,,,
PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.12506732,26.98596874",-82.12506732,26.98596874,,,,,,
PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.07703649,26.96903731",-82.07703649,26.96903731,,,,,,
PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.23523152,26.94122255",-82.23523152,26.94122255,,,,,,
PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.06505885,27.01134612",-82.06505885,27.01134612,,,,,,
PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.15071182,27.00492858",-82.15071182,27.00492858,,,,,,
PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.07500088,26.96939127",-82.07500088,26.96939127,,,,,,
PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.16236325,27.00269470",-82.16236325,27.00269470,,,,,,
PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.14524446,27.00633973",-82.14524446,27.00633973,,,,,,
PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.11210534,27.02198256",-82.11210534,27.02198256,,,,,,
PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.07631363,27.00037219",-82.07631363,27.00037219,,,,,,
PORT CHARLOTTE,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.14623868,27.00552530",-82.14623868,27.00552530,,,,,,
ENGLEWOOD,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.28409815,26.91421836",-82.28409815,26.91421836,,,,,,
ENGLEWOOD,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.28698357,26.91355592",-82.28698357,26.91355592,,,,,,
ENGLEWOOD,CHARLOTTE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.33162279,26.92674388",-82.33162279,26.92674388,,,,,,
CRYSTAL RIVER,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.57973460,28.90592252",-82.57973460,28.90592252,,,,,,
CRYSTAL RIVER,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.64607257,28.90274994",-82.64607257,28.90274994,,,,,,
CRYSTAL RIVER,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.57800649,28.90027720",-82.57800649,28.90027720,,,,,,
CRYSTAL RIVER,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.58829050,28.90104598",-82.58829050,28.90104598,,,,,,
INVERNESS,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.33728500,28.83421658",-82.33728500,28.83421658,,,,,,
INVERNESS,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.34151003,28.84627381",-82.34151003,28.84627381,,,,,,
INVERNESS,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.34305923,28.83555431",-82.34305923,28.83555431,,,,,,
INVERNESS,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.35180527,28.82404235",-82.35180527,28.82404235,,,,,,
INVERNESS,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.33724728,28.83332221",-82.33724728,28.83332221,,,,,,
INVERNESS,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.34592000,28.83519717",-82.34592000,28.83519717,,,,,,
HOMOSASSA,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.61495864,28.78251188",-82.61495864,28.78251188,,,,,,
HOMOSASSA,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.53688278,28.84897863",-82.53688278,28.84897863,,,,,,
LECANTO,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.49720779,28.81847324",-82.49720779,28.81847324,,,,,,
LECANTO,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.49738935,28.82521291",-82.49738935,28.82521291,,,,,,
LECANTO,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.48138166,28.84474023",-82.48138166,28.84474023,,,,,,
LECANTO,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.49874308,28.82417131",-82.49874308,28.82417131,,,,,,
LECANTO,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.49619527,28.82466575",-82.49619527,28.82466575,,,,,,
LECANTO,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.49885038,28.82552683",-82.49885038,28.82552683,,,,,,
FLORAL CITY,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.29395954,28.75179083",-82.29395954,28.75179083,,,,,,
FLORAL CITY,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.32207365,28.74586965",-82.32207365,28.74586965,,,,,,
DUNNELLON,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.49428147,28.98079228",-82.49428147,28.98079228,,,,,,
DUNNELLON,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.43338888,28.97381486",-82.43338888,28.97381486,,,,,,
DUNNELLON,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.43824859,28.97385179",-82.43824859,28.97385179,,,,,,
HERNANDO,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.44447523,28.90495401",-82.44447523,28.90495401,,,,,,
HERNANDO,CITRUS,,,,PUBLIC SCHOOL,,,,,,,,,"-82.38440307,28.89658914",-82.38440307,28.89658914,,,,,,
ORANGE PARK,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.74632558,30.15060164",-81.74632558,30.15060164,,,,,,
ORANGE PARK,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.70543803,30.16473846",-81.70543803,30.16473846,,,,,,
ORANGE PARK,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.74840349,30.17780462",-81.74840349,30.17780462,,,,,,
ORANGE PARK,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.70427527,30.17264665",-81.70427527,30.17264665,,,,,,
ORANGE PARK,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.69967961,30.10012013",-81.69967961,30.10012013,,,,,,
ORANGE PARK,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.74413878,30.16343772",-81.74413878,30.16343772,,,,,,
ORANGE PARK,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.78696119,30.13438086",-81.78696119,30.13438086,,,,,,
ORANGE PARK,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.71275535,30.16952507",-81.71275535,30.16952507,,,,,,
ORANGE PARK,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.72247722,30.16380453",-81.72247722,30.16380453,,,,,,
ORANGE PARK,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.74313352,30.16326214",-81.74313352,30.16326214,,,,,,
ORANGE PARK,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.72766620,30.16803589",-81.72766620,30.16803589,,,,,,
ORANGE PARK,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.78792610,30.17643894",-81.78792610,30.17643894,,,,,,
ORANGE PARK,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.71166776,30.08713372",-81.71166776,30.08713372,,,,,,
ORANGE PARK,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.72094428,30.08407898",-81.72094428,30.08407898,,,,,,
ORANGE PARK,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.72619998,30.11410001",-81.72619998,30.11410001,,,,,,
ORANGE PARK,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.79357084,30.13283776",-81.79357084,30.13283776,,,,,,
ORANGE PARK,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.82035422,30.17954868",-81.82035422,30.17954868,,,,,,
ORANGE PARK,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.74450002,30.15010000",-81.74450002,30.15010000,,,,,,
ORANGE PARK,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.73493472,30.17387842",-81.73493472,30.17387842,,,,,,
ORANGE PARK,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.72550785,30.15850669",-81.72550785,30.15850669,,,,,,
KEYSTONE HEIGHTS,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-82.03739944,29.77920376",-82.03739944,29.77920376,,,,,,
KEYSTONE HEIGHTS,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-81.92324745,29.81798927",-81.92324745,29.81798927,,,,,,
KEYSTONE HEIGHTS,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-82.04217330,29.77939580",-82.04217330,29.77939580,,,,,,
JACKSONVILLE,CLAY,,,,PUBLIC SCHOOL,,,,,,,,,"-82.00775760,30.14468602",-82.00775760,30.14468602,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.75831772,26.22071493",-81.75831772,26.22071493,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.76356775,26.14110464",-81.76356775,26.14110464,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.76624158,26.30134903",-81.76624158,26.30134903,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.76738961,26.25741608",-81.76738961,26.25741608,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.57760677,26.29581676",-81.57760677,26.29581676,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.75870000,26.14130002",-81.75870000,26.14130002,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.67920001,26.04579999",-81.67920001,26.04579999,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.69071323,26.10536349",-81.69071323,26.10536349,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.76143105,26.21655295",-81.76143105,26.21655295,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.52590074,26.26530514",-81.52590074,26.26530514,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.71764316,26.08799936",-81.71764316,26.08799936,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.76504557,26.13964979",-81.76504557,26.13964979,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.81099998,26.27439999",-81.81099998,26.27439999,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.76956214,26.13367994",-81.76956214,26.13367994,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.78750000,26.21440000",-81.78750000,26.21440000,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.76530731,26.10830483",-81.76530731,26.10830483,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.79281949,26.16553754",-81.79281949,26.16553754,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.76779429,26.29546769",-81.76779429,26.29546769,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.79866192,26.14479654",-81.79866192,26.14479654,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.70739488,26.27119304",-81.70739488,26.27119304,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.79449924,26.17247574",-81.79449924,26.17247574,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.54693769,26.21009995",-81.54693769,26.21009995,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.69809998,26.17840000",-81.69809998,26.17840000,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.75809344,26.21812357",-81.75809344,26.21812357,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.70105205,26.16717316",-81.70105205,26.16717316,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.67720717,26.04619480",-81.67720717,26.04619480,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.67219346,26.22790453",-81.67219346,26.22790453,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.73349999,26.24230000",-81.73349999,26.24230000,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.76527682,26.15461188",-81.76527682,26.15461188,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.76384902,26.12915570",-81.76384902,26.12915570,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.54834903,26.34058642",-81.54834903,26.34058642,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.69081305,26.26508882",-81.69081305,26.26508882,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.76953776,26.18090150",-81.76953776,26.18090150,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.80500001,26.21030000",-81.80500001,26.21030000,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.52373988,26.26519514",-81.52373988,26.26519514,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.71513070,26.14510025",-81.71513070,26.14510025,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.58758217,26.29442194",-81.58758217,26.29442194,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.70550000,26.19139999",-81.70550000,26.19139999,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.69392713,26.16878756",-81.69392713,26.16878756,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.70587715,26.17794422",-81.70587715,26.17794422,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.77079516,26.24186700",-81.77079516,26.24186700,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.58567419,26.29440717",-81.58567419,26.29440717,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.71718476,26.08260481",-81.71718476,26.08260481,,,,,,
NAPLES,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.71019566,26.26982988",-81.71019566,26.26982988,,,,,,
IMMOKALEE,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.39541348,26.40365601",-81.39541348,26.40365601,,,,,,
IMMOKALEE,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.42514871,26.42654105",-81.42514871,26.42654105,,,,,,
IMMOKALEE,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.42087167,26.40825016",-81.42087167,26.40825016,,,,,,
IMMOKALEE,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.42660000,26.42480000",-81.42660000,26.42480000,,,,,,
IMMOKALEE,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.43292250,26.43202108",-81.43292250,26.43202108,,,,,,
IMMOKALEE,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.42882701,26.43241404",-81.42882701,26.43241404,,,,,,
IMMOKALEE,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.45993319,26.43453555",-81.45993319,26.43453555,,,,,,
IMMOKALEE,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.42375419,26.42440930",-81.42375419,26.42440930,,,,,,
IMMOKALEE,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.42684673,26.41412701",-81.42684673,26.41412701,,,,,,
IMMOKALEE,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.45912338,26.44178753",-81.45912338,26.44178753,,,,,,
IMMOKALEE,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.42093573,26.42000345",-81.42093573,26.42000345,,,,,,
MARCO ISLAND,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.71035414,25.94094436",-81.71035414,25.94094436,,,,,,
MARCO ISLAND,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.71082664,25.92449532",-81.71082664,25.92449532,,,,,,
MARCO ISLAND,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.71065116,25.93944442",-81.71065116,25.93944442,,,,,,
OCHOPEE,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.38638125,25.86378939",-81.38638125,25.86378939,,,,,,
OCHOPEE,COLLIER,,,,PUBLIC SCHOOL,,,,,,,,,"-81.26464577,25.94024518",-81.26464577,25.94024518,,,,,,
LAKE CITY,COLUMBIA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.69876543,30.15329794",-82.69876543,30.15329794,,,,,,
LAKE CITY,COLUMBIA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.64945081,30.17002451",-82.64945081,30.17002451,,,,,,
LAKE CITY,COLUMBIA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.63566803,30.14791955",-82.63566803,30.14791955,,,,,,
LAKE CITY,COLUMBIA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.64297758,30.18841722",-82.64297758,30.18841722,,,,,,
LAKE CITY,COLUMBIA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.73826131,30.17543310",-82.73826131,30.17543310,,,,,,
LAKE CITY,COLUMBIA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.64183020,30.21743456",-82.64183020,30.21743456,,,,,,
LAKE CITY,COLUMBIA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.62879105,30.20061526",-82.62879105,30.20061526,,,,,,
LAKE CITY,COLUMBIA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.62814461,30.18119978",-82.62814461,30.18119978,,,,,,
LAKE CITY,COLUMBIA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.75120252,30.19429113",-82.75120252,30.19429113,,,,,,
LAKE CITY,COLUMBIA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.65653550,30.19474868",-82.65653550,30.19474868,,,,,,
LAKE CITY,COLUMBIA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.64163056,30.18895294",-82.64163056,30.18895294,,,,,,
LAKE CITY,COLUMBIA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.60601108,30.18479229",-82.60601108,30.18479229,,,,,,
LAKE CITY,COLUMBIA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.64210046,30.18841535",-82.64210046,30.18841535,,,,,,
LAKE CITY,COLUMBIA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.65443890,30.17846185",-82.65443890,30.17846185,,,,,,
LAKE CITY,COLUMBIA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.62534711,30.18512548",-82.62534711,30.18512548,,,,,,
LAKE CITY,COLUMBIA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.68001163,30.07328208",-82.68001163,30.07328208,,,,,,
LAKE CITY,COLUMBIA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.69580487,30.07967249",-82.69580487,30.07967249,,,,,,
FORT WHITE,COLUMBIA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.71143147,29.93031183",-82.71143147,29.93031183,,,,,,
FORT WHITE,COLUMBIA,,,,PUBLIC SCHOOL,,,,,,,,,"-82.71304108,29.92679971",-82.71304108,29.92679971,,,,,,
ARCADIA,DESOTO,,,,PUBLIC SCHOOL,,,,,,,,,"-81.88309998,27.15310002",-81.88309998,27.15310002,,,,,,
ARCADIA,DESOTO,,,,PUBLIC SCHOOL,,,,,,,,,"-81.86372189,27.22254380",-81.86372189,27.22254380,,,,,,
ARCADIA,DESOTO,,,,PUBLIC SCHOOL,,,,,,,,,"-81.86276819,27.22042984",-81.86276819,27.22042984,,,,,,
ARCADIA,DESOTO,,,,PUBLIC SCHOOL,,,,,,,,,"-81.86859569,27.22500756",-81.86859569,27.22500756,,,,,,
ARCADIA,DESOTO,,,,PUBLIC SCHOOL,,,,,,,,,"-81.86312015,27.22102310",-81.86312015,27.22102310,,,,,,
ARCADIA,DESOTO,,,,PUBLIC SCHOOL,,,,,,,,,"-81.85061141,27.22304843",-81.85061141,27.22304843,,,,,,
ARCADIA,DESOTO,,,,PUBLIC SCHOOL,,,,,,,,,"-81.84848154,27.21601953",-81.84848154,27.21601953,,,,,,
ARCADIA,DESOTO,,,,PUBLIC SCHOOL,,,,,,,,,"-81.83919998,27.22260001",-81.83919998,27.22260001,,,,,,
ARCADIA,DESOTO,,,,PUBLIC SCHOOL,,,,,,,,,"-81.84894570,27.22189059",-81.84894570,27.22189059,,,,,,
ARCADIA,DESOTO,,,,PUBLIC SCHOOL,,,,,,,,,"-81.98893037,27.11136818",-81.98893037,27.11136818,,,,,,
ARCADIA,DESOTO,,,,PUBLIC SCHOOL,,,,,,,,,"-81.85156591,27.21499048",-81.85156591,27.21499048,,,,,,
OLD TOWN,DIXIE,,,,PUBLIC SCHOOL,,,,,,,,,"-82.97805228,29.59198953",-82.97805228,29.59198953,,,,,,
CROSS CITY,DIXIE,,,,PUBLIC SCHOOL,,,,,,,,,"-83.13279063,29.63760373",-83.13279063,29.63760373,,,,,,
CROSS CITY,DIXIE,,,,PUBLIC SCHOOL,,,,,,,,,"-83.12999578,29.62169368",-83.12999578,29.62169368,,,,,,
CROSS CITY,DIXIE,,,,PUBLIC SCHOOL,,,,,,,,,"-83.13031431,29.62419001",-83.13031431,29.62419001,,,,,,
CROSS CITY,DIXIE,,,,PUBLIC SCHOOL,,,,,,,,,"-83.12366648,29.63949742",-83.12366648,29.63949742,,,,,,
NEPTUNE BEACH,DUVAL,,,,PUBLIC SCHOOL,,,,,,,,,"-81.41354232,30.31645293",-81.41354232,30.31645293,,,,,,
NEPTUNE BEACH,DUVAL,,,,PUBLIC SCHOOL,,,,,,,,,"-81.40132024,30.30864237",-81.40132024,30.30864237,,,,,,
JACKSONVILLE BEACH,DUVAL,,,,PUBLIC SCHOOL,,,,,,,,,"-81.39657964,30.30661656",-81.39657964,30.30661656,,,,,,
