CITY,COUNTY,FACILITY_TYPE,TTL_BEDS,hos_Longitude,hos_Latitude,hf_Longitude,hf_Latitude
HIALEAH GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.36888200,25.89056300
HIALEAH GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34556200,25.87638800
HIALEAH GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34090200,25.87934300
HIALEAH GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.34396269,25.88296031
HIALEAH GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.35087200,25.88370300
MIAMI BEACH,MIAMI-DADE,ASSISTED LIVING FACILITY,12.0,,,-80.14009200,25.85255900
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,8.0,,,-80.26004300,25.83898800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,8.0,,,-80.34738200,25.89275800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,8.0,,,-80.26383200,25.81475000
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,8.0,,,-80.27768100,25.87791300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,8.0,,,-80.29275100,25.89140100
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,8.0,,,-80.30022100,25.88972300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,8.0,,,-80.28965200,25.86207800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,8.0,,,-80.30468200,25.88203300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,8.0,,,-80.27276200,25.87120100
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,8.0,,,-80.30777100,25.88934100
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,8.0,,,-80.29120200,25.85023900
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,34.0,,,-80.27995200,25.83784000
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,10.0,,,-80.24195200,25.78229200
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,10.0,,,-80.22508000,25.81324400
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,10.0,,,-80.36877100,25.60821200
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,10.0,,,-80.42971300,25.71807800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,10.0,,,-80.27324300,25.77285800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,10.0,,,-80.26802200,25.78030000
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,10.0,,,-80.36957200,25.66171000
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,5.0,,,-80.18921200,25.91829900
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,5.0,,,-80.41210700,25.69338400
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,5.0,,,-80.33506200,25.67002900
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,5.0,,,-80.23015200,25.75870300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,5.0,,,-80.29339100,25.73596300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,5.0,,,-80.20605100,25.86514400
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,9.0,,,-80.23209060,25.91838114
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,32.0,,,-80.22660000,25.76342100
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,72.0,,,-80.27451100,25.85014200
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,72.0,,,-80.28291100,25.82804300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,42.0,,,-80.28192000,25.83653600
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,92.0,,,-80.29176000,25.76341300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.27528100,25.86805300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.29632100,25.86760300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.34259100,25.88825900
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.31945200,25.87993900
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.34405200,25.90180900
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.27002000,25.85892300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.30849100,25.85478100
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.26803100,25.81860300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.27588100,25.88156300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.27599200,25.83893800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.31044200,25.85106000
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.26360200,25.86248100
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.34134200,25.91280800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.33306965,25.88872669
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,8.0,,,-80.39281100,25.53262400
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,8.0,,,-80.47989940,25.48601840
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,11.0,,,-80.23642100,25.75655200
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,11.0,,,-80.38173100,25.71760100
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,11.0,,,-80.21166200,25.83301800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,16.0,,,-80.26685100,25.81553200
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,25.0,,,-80.27373300,25.85055800
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,5.0,,,-80.24795200,25.96680800
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,5.0,,,-80.25482000,25.93689400
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,200.0,,,-80.47662969,25.48315356
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,15.0,,,-80.27350200,25.85056800
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,76.0,,,-80.28056000,25.84088300
CUTLER RIDGE,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.34910233,25.58441182
AVENTURA,MIAMI-DADE,ASSISTED LIVING FACILITY,26.0,,,-80.13856100,25.95446600
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,12.0,,,-80.48011884,25.47596609
MIAMI SPRINGS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.28014200,25.81691000
MIAMI SPRINGS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.29250100,25.82163100
MIAMI SPRINGS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.27554100,25.81342200
MIAMI SPRINGS,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.30301200,25.82714800
MIAMI SPRINGS,MIAMI-DADE,ASSISTED LIVING FACILITY,60.0,,,-80.28301618,25.81869982
Miami,MIAMI-DADE,ASSISTED LIVING FACILITY,5.0,,,-80.40371917,25.66192932
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,86.0,,,-80.28504100,25.84727300
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.27491200,25.94269900
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,44.0,,,-80.30430200,25.75025300
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.46576915,25.48843889
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.40034200,25.51846100
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.43408200,25.49575300
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.40260200,25.52503800
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.40984300,25.51762800
13776 SW 8th Street,MIAMI-DADE,ASSISTED LIVING FACILITY,0.0,,,-80.41931150,25.75959368
NORTH MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.17650300,25.89895800
FLORIDA CITY,MIAMI-DADE,ASSISTED LIVING FACILITY,,,,-80.48642078,25.45074020
NORTH MIAMI BEACH,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.17493000,25.93571300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,26.0,,,-80.36113200,25.57013800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,15.0,,,-80.24202300,25.78572200
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,15.0,,,-80.28588081,25.77212316
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,15.0,,,-80.25712200,25.73628000
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,15.0,,,-80.21137100,25.80379100
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,100.0,,,-80.19642100,25.78309400
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,350.0,,,-80.28703200,25.77805800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,132.0,,,-80.19993800,25.82207100
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,24.0,,,-80.32538200,25.75947300
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,30.0,,,-80.28567100,25.83176200
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,14.0,,,-80.28486100,25.83069300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,,,,-80.49399698,25.57448179
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,27.0,,,-80.30446100,25.85427100
PALMETTO BAY,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.33668400,25.62041200
CUTLER BAY,MIAMI-DADE,ASSISTED LIVING FACILITY,12.0,,,-80.35748200,25.57180800
Miami,MIAMI-DADE,ASSISTED LIVING FACILITY,24.0,,,-80.39070518,25.70140073
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,21.0,,,-80.28256100,25.83440300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,0.0,,,-80.44570712,25.69813567
OPA LOCKA,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.27979300,25.92645800
BISCAYNE PARK,MIAMI-DADE,ASSISTED LIVING FACILITY,6.0,,,-80.17885000,25.88591400
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,2.0,,,-80.25091100,25.77799200
OPA LOCKA,MIAMI-DADE,ASSISTED LIVING FACILITY,10.0,,,-80.27690200,25.92879900
Miami,MIAMI-DADE,ASSISTED LIVING FACILITY,8.0,,,-80.40173770,25.69431124
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,22.0,,,-80.28379200,25.82625900
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,34.0,,,-80.20398100,25.77479300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,34.0,,,-80.22815200,25.78098900
NORTH MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,140.0,,,-80.19490700,25.95302800
NORTH MIAMI BEACH,MIAMI-DADE,ASSISTED LIVING FACILITY,120.0,,,-80.20394500,25.91759600
MIAMI LAKES,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.34326100,25.91100200
HIALEAH GARDENS,MIAMI-DADE,HOSPICE,13.0,,,-80.34297957,25.88365649
MIAMI,MIAMI-DADE,RESIDENTIAL TREATMENT FACILITY,38.0,,,-80.21118100,25.79864200
NORTH MIAMI,MIAMI-DADE,RESIDENTIAL TREATMENT FACILITY,9.0,,,-80.18767300,25.91751300
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.21601002,25.78951444
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.38677200,25.68975100
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.21394513,25.86019430
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.21555100,25.76668300
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.21469100,25.77588100
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.35860500,25.59049400
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.28537491,25.77067922
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.33471817,25.68470161
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.33553100,25.63634300
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.40683100,25.65625200
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.32257300,25.74816500
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.25404401,25.74268532
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.20858510,25.79060288
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.46334000,25.68373300
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.22509300,25.75084800
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.23682700,25.75049800
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.34136300,25.70208800
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.41391100,25.68532300
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.20365500,25.93604300
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.41602900,25.74176300
MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.21987600,25.92912400
MIAMI LAKES,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.29881100,25.90627800
MIAMI LAKES,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.33109300,25.91467600
MIAMI LAKES,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.32828000,25.90504200
MIAMI LAKES,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.33042800,25.91455400
CORAL GABLES,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.25499900,25.77185200
CORAL GABLES,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.25866571,25.74141938
NORTH MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.18016921,25.89027013
NORTH MIAMI,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.18144316,25.88984439
HIALEAH,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.32520414,25.88691299
HIALEAH,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.32552009,25.88597230
HIALEAH,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.33821100,25.88414300
HIALEAH,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.26150100,25.83241300
MIAMI BEACH,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.14115700,25.79214200
NORTH MIAMI BEACH,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.19830000,25.93109300
NORTH MIAMI BEACH,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.20469200,25.93887200
NORTH MIAMI BEACH,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.19635200,25.92969200
AVENTURA,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.14277600,25.95166100
HOMESTEAD,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.47482200,25.47725600
HOMESTEAD,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.42575100,25.52021100
SOUTH MIAMI,MIAMI-DADE,RESIDENTIAL TREATMENT FACILITY,20.0,,,-80.29258000,25.70042400
MIAMI,MIAMI-DADE,RESIDENTIAL TREATMENT FACILITY,20.0,,,-80.18767300,25.91751300
MIAMI,MIAMI-DADE,RESIDENTIAL TREATMENT FACILITY,40.0,,,-80.21658100,25.83065800
HOMESTEAD,MIAMI-DADE,RESIDENTIAL TREATMENT FACILITY,14.0,,,-80.42468100,25.51378200
HIALEAH,MIAMI-DADE,RESIDENTIAL TREATMENT FACILITY,16.0,,,-80.32175182,25.85973932
MIAMI,MIAMI-DADE,RESIDENTIAL TREATMENT FACILITY,30.0,,,-80.37284029,25.55569081
NORTH MIAMI BEACH,MIAMI-DADE,RESIDENTIAL TREATMENT FACILITY,36.0,,,-80.15825200,25.93277900
MIAMI,MIAMI-DADE,RESIDENTIAL TREATMENT FACILITY,8.0,,,-80.19640100,25.81411800
MIAMI,MIAMI-DADE,RESIDENTIAL TREATMENT FACILITY,14.0,,,-80.25549178,25.78218094
MIAMI,MIAMI-DADE,RESIDENTIAL TREATMENT FACILITY,16.0,,,-80.18682200,25.89823900
SOUTH MIAMI,MIAMI-DADE,RESIDENTIAL TREATMENT FACILITY,44.0,,,-80.28514200,25.69718000
NORTH MIAMI BEACH,MIAMI-DADE,RESIDENTIAL TREATMENT FACILITY,15.0,,,-80.16841100,25.92471400
MIAMI,MIAMI-DADE,RESIDENTIAL TREATMENT FACILITY,68.0,,,-80.18104605,25.96626115
HIALEAH,MIAMI-DADE,RESIDENTIAL TREATMENT FACILITY,14.0,,,-80.26264100,25.81128200
MIAMI,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.33607555,25.68515934
MIAMI,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.33450674,25.69826196
MIAMI,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.21449855,25.77968501
MIAMI,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.33383541,25.68653151
MIAMI,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.38648237,25.68473416
MIAMI,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.26334500,25.76804100
MIAMI,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.27706200,25.76400700
MIAMI,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.25435900,25.74581000
MIAMI,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.33445396,25.69902282
MIAMI,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.21420836,25.74131089
MIAMI,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.33206900,25.76955200
MIAMI,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.32255600,25.67390600
MIAMI,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.25409469,25.74228686
MIAMI,MIAMI-DADE,AMBULATORY SURGICAL CENTER,,,,-80.31337800,25.68608700
MIAMI,MIAMI-DADE,AMBULATORY SURGICAL CENTER,,,,-80.37169737,25.76025184
MIAMI,MIAMI-DADE,AMBULATORY SURGICAL CENTER,,,,-80.34099530,25.68470242
DORAL,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.32997950,25.80845018
AVENTURA,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.14723700,25.96638600
NORTH MIAMI,MIAMI-DADE,BIRTH CENTER,0.0,,,-80.18325400,25.89453200
SOUTH MIAMI,MIAMI-DADE,AMBULATORY SURGICAL CENTER,,,,-80.29378000,25.70401000
HIALEAH,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.32652400,25.88362800
HIALEAH,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.28528039,25.86709369
HIALEAH,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.32629200,25.89146200
CORAL GABLES,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.25458000,25.74847600
CORAL GABLES,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.26312000,25.76142300
SOUTH MIAMI,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.29233893,25.70577093
SOUTH MIAMI,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.29390317,25.70332116
NORTH MIAMI BEACH,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.19776794,25.92763163
NORTH MIAMI BEACH,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.19631800,25.92963700
Miami,MIAMI-DADE,AMBULATORY SURGICAL CENTER,,,,-80.33582807,25.69934868
CUTLER BAY,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.35429700,25.59859200
MIAMI GARDENS,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.25588000,25.92624100
FLORIDA CITY,MIAMI-DADE,BIRTH CENTER,0.0,,,-80.48627000,25.44788900
MIAMI,MIAMI-DADE,BIRTH CENTER,0.0,,,-80.19563100,25.88437300
OPA LOCKA,MIAMI-DADE,CRISIS STABILIZATION UNIT,20.0,,,-80.24387200,25.91144200
MIAMI,MIAMI-DADE,CRISIS STABILIZATION UNIT,16.0,,,-80.22117475,25.80985170
MIAMI,MIAMI-DADE,CRISIS STABILIZATION UNIT,16.0,,,-80.35909100,25.56648400
HIALEAH,MIAMI-DADE,CRISIS STABILIZATION UNIT,24.0,,,-80.32175182,25.85973932
MIAMI,MIAMI-DADE,CRISIS STABILIZATION UNIT,15.0,,,-80.25704400,25.77177900
HIALEAH,MIAMI-DADE,CRISIS STABILIZATION UNIT,16.0,,,-80.32175182,25.85973932
MIAMI SHORES,MIAMI-DADE,END-STAGE RENAL DISEASE,0.0,,,-80.19339325,25.86663275
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,102.0,,,-80.20953100,25.78511900
Miami,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.42608720,25.73387184
Miami,MIAMI-DADE,ASSISTED LIVING FACILITY,7.0,,,-80.35158443,25.62771043
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,30.0,,,-80.24406000,25.74318500
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,4.0,,,-80.20575000,25.93881400
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,125.0,,,-80.31639060,25.87019978
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,17.0,,,-80.28824000,25.83149300
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,18.0,,,-80.47963700,25.48288700
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,29.0,,,-80.30934300,25.84975400
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,55.0,,,-80.26909900,25.76431200
MIAMI BEACH,MIAMI-DADE,ASSISTED LIVING FACILITY,30.0,,,-80.13885200,25.79310100
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,24.0,,,-80.27574200,25.82558800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,111.0,,,-80.22978100,25.75942300
NORTH MIAMI BEACH,MIAMI-DADE,ASSISTED LIVING FACILITY,8.0,,,-80.16075900,25.93981300
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,65.0,,,-80.16327200,25.93693300
MIAMI GARDENS,MIAMI-DADE,ASSISTED LIVING FACILITY,8.0,,,-80.23848900,25.91825900
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,118.0,,,-80.18941000,25.88812000
HIALEAH,MIAMI-DADE,ASSISTED LIVING FACILITY,9.0,,,-80.30817600,25.87698700
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,39.0,,,-80.24972000,25.74717300
HOMESTEAD,MIAMI-DADE,ASSISTED LIVING FACILITY,16.0,,,-80.47001394,25.49687658
OPA LOCKA,MIAMI-DADE,ASSISTED LIVING FACILITY,12.0,,,-80.23729200,25.92048200
MIAMI BEACH,MIAMI-DADE,ASSISTED LIVING FACILITY,35.0,,,-80.12305300,25.86327000
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,41.0,,,-80.18773200,25.80863800
MIAMI,MIAMI-DADE,ASSISTED LIVING FACILITY,18.0,,,-80.25514100,25.73887200
KEY BISCAYNE,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.16391100,25.69046500
MIAMI,MIAMI-DADE,BLOOD BANK,0.0,,,-80.20672881,25.79460443
MIAMI,MIAMI-DADE,BLOOD BANK,0.0,,,-80.21785500,25.80952800
NORTH MIAMI,MIAMI-DADE,AMBULATORY SURGICAL CENTER,,,,-80.20976483,25.92262267
MIAMI LAKES,MIAMI-DADE,AMBULATORY SURGICAL CENTER,0.0,,,-80.30856570,25.91419935
North Miami,MIAMI-DADE,ASSISTED LIVING FACILITY,,,,-80.17337765,25.90043870
MIAMI LAKES,MIAMI-DADE,ASSISTED LIVING FACILITY,8.0,,,-80.34672200,25.90774300
Miami Gardens,MIAMI-DADE,ASSISTED LIVING FACILITY,8.0,,,-80.25773630,25.95124476
MIAMI BEACH,MIAMI-DADE,ASSISTED LIVING FACILITY,64.0,,,-80.13340100,25.77289700
HOMESTEAD,MIAMI-DADE,SKILLED NURSING FACILITY,64.0,,,-80.47961300,25.48305100
NORTH MIAMI BEACH,MIAMI-DADE,SKILLED NURSING FACILITY,120.0,,,-80.20416200,25.92293900
NORTH MIAMI BEACH,MIAMI-DADE,SKILLED NURSING FACILITY,120.0,,,-80.14700528,25.97216176
MIAMI,MIAMI-DADE,SKILLED NURSING FACILITY,120.0,,,-80.20856921,25.79345629
MIAMI,MIAMI-DADE,SKILLED NURSING FACILITY,120.0,,,-80.19789000,25.95010300
MIAMI,MIAMI-DADE,SKILLED NURSING FACILITY,120.0,,,-80.21594553,25.74138367
MIAMI,MIAMI-DADE,SKILLED NURSING FACILITY,120.0,,,-80.21219019,25.86114740
MIAMI,MIAMI-DADE,SKILLED NURSING FACILITY,120.0,,,-80.20851300,25.77762800
MIAMI,MIAMI-DADE,SKILLED NURSING FACILITY,120.0,,,-80.25020100,25.85410200
NORTH MIAMI,MIAMI-DADE,SKILLED NURSING FACILITY,98.0,,,-80.16634100,25.89170200
MIAMI,MIAMI-DADE,SKILLED NURSING FACILITY,264.0,,,-80.21084937,25.77701510
MIAMI,MIAMI-DADE,SKILLED NURSING FACILITY,90.0,,,-80.24894100,25.77280100
MIAMI,MIAMI-DADE,SKILLED NURSING FACILITY,46.0,,,-80.19183300,25.90469800
MIAMI,MIAMI-DADE,SKILLED NURSING FACILITY,60.0,,,-80.32987036,25.58844923
MIAMI BEACH,MIAMI-DADE,SKILLED NURSING FACILITY,196.0,,,-80.13368100,25.77942300
MIAMI,MIAMI-DADE,SKILLED NURSING FACILITY,95.0,,,-80.31866900,25.76243300
HIALEAH,MIAMI-DADE,SKILLED NURSING FACILITY,120.0,,,-80.31865233,25.87033476
HIALEAH,MIAMI-DADE,SKILLED NURSING FACILITY,120.0,,,-80.29485200,25.94243800
